text,labels
"Bahwa benar Para saksi kenal dengan Terdakwa karena bertetangga sejak bulan Januari 2018 di Perumahan Griya Bambu Petang Indah , Kelurahan bambu Apus , Kecamatan Cipayung , Jakarta Timur ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi Pujiastuti mengalami kerugian sebesar Rp . 61 . 0 . 0 , - ( enampuluh satu juta rupiah ) ; saksi Titin Suryati mengalami kerugian sebesar Rp . 83 . 0 . 0 , ( delapan puluh tiga juta rupiah ) ; saksi Yudiawati Natsir kerugian sebesar Rp . 60 . 0 . 0 , - ( enam puluh juta rupiah ) sedangkan saksi Karmila kerugian sebesar Rp . 47 . 0 . 0 , - ( empat puluh tujuh juta rupiah ) dan Terdakwa menerima sebesar Rp . 2 . 0 . 0 , - ( dua juta ru [ iah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar Terdakwa menawarkan pinjaman sebesar Rp . 500 . 0 . 0 , - ( lima ratus juta rupiah ) sampai Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) yang berasal dari Gereja Vatikan Roma dan mengatasnamakan Jemaat Gereja GPI Sidang Kota Wisata yang terletak di jalan Narogong No . 88 , Cileungsi ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa benar Para saksi menyerahkan uang kepada terdakwa tidak ada yang Hal 11 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . Timkembali dan uang pinjaman tersebut tidak ada yang cair ; ,O O O O O O O O O O O O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O 
"Menimbang , bahwa sekarang Majelis Hakim akan mempertimbangkan hubungan antara fakta fakta tersebut diatas dengan dakwaan Jaksa Penuntut Umum ; ",O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa Terdakwa oleh Penuntut Umum telah didakwa sebagai berikut : ",O O O O O O O O O O O O 
Kesatu melanggar pasal Pasal 378 KUHP . A t a u Kedua melanggar pasal Pasal 372 KUHP ; ,O O O B_ARTV I_ARTV I_ARTV O O O O O O O O B_ARTV I_ARTV I_ARTV O 
"Menimbang , bahwa dilihat dari bentuknya dakwaan Jaksa Penuntut Umum adalah bersifat Alternatif yang artinya Majelis Hakim akan memilih satu dari dua dakwaan yang dianggap relafan dengan fakta fakta dipersidangan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa berdasarkan pemeriksaan secara seksama selama persidangan bahwa Majelis Hakim akan memilih dakwaan yang dianggap relafan dengan fakta fakta selama persidangan ; ",O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa dalam dakwaan kesatu Terdakwa telah didakwa melanggar pasal 378 KUHPidana yang unsur unsurnya adalah sebagai berikut ; ",O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O O O O 
1 . Barangsiapa ; ,O O O O 
2 . Dengan maksud hendak menguntungkan diri sendiri atau orang lain secara melawan hukum ; ,O O O O O O O O O O O O O O O 
"1 . Dengan memakai nama palsu atau martabat palsu , dengan tipu muslihat ataupun dengan rangkaian kebohongan , menggerakan orang lain untuk menyerahkan barang sesuatu kepadanya , ataupun supaya memberi hutang maupun menghapuskan piutang ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
Ad . 1 Barangsiapa ; ,O O O O O 
- Bahwa yang dimaksud dengan barang siapa disini adalah siapa saja atau setiap orang yang merupakan subyek hukum yang terhadapnya dapat dimintakan pertanggung jawaban pidana dalam perkara ini yaitu Terdakwa HANNA RIA FREDRICA RAJA GUGUK alias RICA yang berakal sehat dan mampu bertanggung jawab atas perbuatannya dan juga saksi membenarkan tentang diri terdakwa sehingga tidak ada Error en Persona ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O 
Bahwa berdasarkan fakta - fakta yang terungkap di persidangan dari keterangan saksi - saksi dan keterangan terdakwa sendiri telah membenarkan bahwa terdakwa yang melakukan tindak pidana penipuan ; ,O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"- Bahwa benar pada diri terdakwa tidak ditemukan alasan pembenar maupun Hal 12 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . Timpemaaf serta dari fakta persidangan juga menyatakan terdakwa sehat jasmani dan rohani , jadi tidak termasuk dalam pengertian Pasal 44 KUHP . Dengan demikian unsur "" Barang Siapa "" telah terbukti secara sah dan meyakinkan . Ad . 2 Unsur dengan maksud hendak menguntungkan diri sendiri atau orang lain secara melawan hukum ; ",O O O O O O O O O O O O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa berdasarkan fakta - fakta yang terungkap di persidangan dan keterangan saksisaksi serta keterangan terdakwa yang dikaitkan dengan barang bukti yang diajukan dalam persidangan dapat diketahui benar pada bulan Januari 2018 terdakwa yang mengontrak di Griya Bambu Petung Indah No . 65A Rt . 9 / 5 Kel . Bambu Apus , Kec . Cipayung Jakarta Timur mengenai tetangga terdakwa yakni saksi PUJIASTUTI dan bercerita kepada terdakwa mengenai usaha restorannya yang bangkrut , lalu terdakwa menawarkan pengajuan pinjaman yang bersumber dananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , Bahwa syarat yang dibutuhkan untuk pengajuan pinjaman harus menggunakan uang jaminan sebagai pengganti nama orang gereja yang digunakan namanya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"dan saat itu terdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , - untuk proses pencairan pinjaman dalam jangka waktu tiga sampai empat bulan dengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , kemudian untuk menyakinkan saksi PUJIASTUTI terdakwa menerangkan bahwa pinjaman tersebut tanpa bunga dengan angsuran Rp . 1 . 0 . 0 , - sampai Rp . 2 . 0 . 0 , - perbulan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa atas ucapan terdakwa kemudian saksi PUJIASTUTI percaya dan tergerak / tertarik dengan pinjaman tersebut dan pada tanggal 1 Maret 2018 saksi PUJIASTUTI menyerahkan uang yang diminta terdakwa sebesar Rp . 20 . 0 . 0 , - dan diserahkan dikontrakan terdakwa , tiga hari kemudian terdakwa meminta uang jaminan sebesar Rp . 5 . 0 . 0 , dan sekitar dua atau empat hari meminta kembali sebesar Rp . 5 . 0 . 0 , - kepada saksi PUJIASTUTI sehingga uang jaminan total seluruhnya menjadi Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan karena dana pinjaman tidak segera cair kemudian saksi PUJIASTUTI menanyakan apakah bisa dipercepat proses pencairannya lalu untuk menyakinkan saksi PUJIASTUTI terdakwa jawab bisa dengan syarat untuk mempercepat pinjamaan harus menggunakan uang Rp . 4 . 500 . 0 , - dan akan dipercepat menjadi 2 bulan , akhirnya saksi PUJIASTUTI H al 13 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . Timberminat untuk dipercepat dan menyerahkan uang sebesar Rp . 2 . 0 . 0 , - kepada terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O O O O O O O O O O 
"- Bahwa sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjaman tidak cair , sampai terdakwa menyuruh seseorang laki - laki untuk menelepon saksi PUJIASTUTI dengan mengaku bernama ANTONIUS sebagai pengurus gereja Pusat HKBP Sudirman memberitahukan kepada saksi PUJIASTUTI bahwa proses peminjaman akan cair tanggal 14 Juni 2018 dan saat tersebut terdakwa meminta uang tambahan lagi dari saksi . PUJIASTUTI sebesar Rp . 3 . 0 . 0 , - melalui transfer ke rekening 1.11E+12 An . Fitriani namun saksi Pujiastuti tidak menyanggupi dan sampai saat ini pinjaman tersebut juga tidak cair serta uang saksi PUJIASTUTI kenyataannya tanpa sepengetahuan saksi PUJIASTUTI telah habis dipergunakan untuk keperluan hidup terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
- Bahwa benar saksi menerangkan uang yang telah diserahkan seluruhnya kepada terdakwa tidak ada yang kembali ; ,O O O O O O O O O O O O O O O O O 
"Dengan demikian unsur ini telah terbukti dan terpenuhi . Ad . 3 Unsur dengan memakai nama palsu atau martabat palsu , dengan tipu muslihat ataupun dengan rangkaian kebohongan , menggerakan orang lain untuk menyerahkan barang sesuatu kepadanya , ataupun supaya memberi hutang maupun menghapuskan piutang : ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa berdasarkan fakta - fakta yang terungkap di persidangan dan keterangan saksisaksi serta keterangan terdakwa yang dikaitkan dengan barang bukti yang diajukan dalam persidangan dapat diketahui benar pada bulan Januari 2018 terdakwa yang mengontrak di Griya Bambu Petung Indah No . 65A Rt . 9 / 5 Kel . Bambu Apus , Kec . Cipayung Jakarta Timur mengenal tetangga terdakwa yakni saksi PUJIASTUTI dan bercerita kepada terdakwa mengenai usaha restorannya yang bangkrut , lalu terdakwa menawarkan pengajuan pinjaman yang bersumber dananya dari Vatikan Roma yang besarannya pinjaman diatas Rp . 500 . 0 . 0 , Bahwa syarat yang dibutuhkan untuk pengajuan pinjaman harus menggunakan uang jaminan sebagai pengganti nama orang gereja yang digunakan namanya ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"dan saat itu terdakwa meminta uang jaminan sebesar Rp . 30 . 0 . 0 , - untuk proses pencairan pinjaman dalam jangka waktu tiga sampai empat bulan dengan jumlah pinjaman sebesar Rp . 800 . 0 . 0 , - ( delapan ratus juta rupiah ) , kemudian untuk menyakinkan saksi PUJIASTUTI terdakwa menerangkan bahwa pinjaman tersebut tanpa bunga dengan angsuran Rp . 1 . 0 . 0 , - sampai Rp . 2 . 0 . 0 , - perbulan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Hal 14 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . TimBahwa atas ucapan terdakwa kemudian saksi PUJIASTUTI percaya dan tergerak / tertarik dengan pinjaman tersebut dan pada tanggal 1 Maret 2018 saksi PUJIASTUTI menyerahkan uang yang diminta terdakwa sebesar Rp . 20 . 0 . 0 , - dan diserahkan dikontrakan terdakwa , tiga hari kemudian terdakwa meminta uang jaminan sebesar Rp . 5 . 0 . 0 , - dan sekitar dua atau empat hari meminta kembali sebesar Rp . 5 . 0 . 0 , - kepada saksi PUJIASTUTI sehingga uang jaminan total seluruhnya menjadi Rp . 30 . 0 . 0 , - ( tiga puluh juta rupiah ) ; ",O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Bahwa benar saksi menerangkan karena dana pinjaman tidak segera cair kemudian saksi PUJIASTUTI menanyakan apakah bisa dipercepat proses pencairannya lalu untuk menyakinkan saksi PUJIASTUTI terdakwa jawab bisa dengan syarat untuk mempercepat pinjamaan harus menggunakan uang Rp . 4 . 500 . 0 , - dan akan dipercepat menjadi 2 bulan , akhirnya saksi PUJIASTUTI berminat untuk dipercepat dan menyerahkan uang sebesar Rp . 2 . 0 . 0 , - kepada terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"- Bahwa sampai waktu yang dijanjikan hingga bulan Mei 2018 ternyata pinjaman tidak cair , sampai terdakwa menyuruh seseorang laki - laki untuk menelepon saksi PUJIASTUTI dengan mengaku bernama ANTONIUS sebagai pengurus gereja Pusat HKBP Sudirman memberitahukan kepada saksi PUJIASTUTI bahwa proses peminjaman akan cair tanggal 14 Juni 2018 dan saat tersebut terdakwa meminta uang tambahan lagi dari saksi . PUJIASTUTI sebesar Rp . 3 . 0 . 0 , - melalui transfer ke rekening 1.11E+12 An . Fitriani namun saksi Pujiastuti tidak menyanggupi dan sampai saat ini pinjaman tersebut juga tidak cair serta uang saksi PUJIASTUTI kenyataannya tanpa sepengetahuan saksi PUJIASTUTI telah habis dipergunakan untuk keperluan hidup terdakwa ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"- Bahwa kenyataannya pinjaman yang bersumber dananya dari Vatikan Roma tidak pernah ada dan hanya alasan terdakwa kepada saksi Pujiastuti untuk menyerahkan uang kepada terdakwa . Dengan demikian unsur ini telah terbukti dan terpenuhi . Berdasarkan uraian - uraian seperti tersebut maka kami Jaksa Penuntut Umum berkeyakinan bahwa terdakwa secara sah dan meyakinkan terbukti melakukan tindak pidana "" penipuan "" sebagaimana dalam dakwaan Pertama Pasal 378 KUHP . Dengan demikian unsur tersebut telah terbukti dan terpenuhi . Hal 15 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . TimMenimbang , oleh karena unsur unsur dari dakwaan Jaksa Penuntut Umum telah terpenuhi maka terdakwa harus dinyatakan telah terbukti melakukan tindak pidana melanggar pasal 378 KUHPidana ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O O O O O O O O O O O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O O O O O O O O O O O O O O O B_ARTV I_ARTV I_ARTV O 
"Menimbang , oleh karena Terdakwa telah terbukti melakukan tindak pidanamaka kepada Terdakwa harus dijatuhi pidana setimpal dengan perbuatannya ; ",O O O O O O O O O O O O O O O O O O O 
"Menimbang , oleh karena Terdakwa akan dijatuhi pidanamaka masa tahanan yang telah dijalani Terdakwa akan dikurangkan seluruhnya dari pidana yang dijatuhkan ; ",O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , bahwa oleh karena Terdakwa akan dijatuhi pidanamaka kepada Terdakwa akan dibebani untuk membayar biaya perkara sebesar yang akan ditentukan dalam amar putusan dan mengenai barang bukti yang diajukan dalam perkara ini akan ditentukan dalam amar putusan ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
"Menimbang , sebelum Majelis menjatuhkan putusan kepada Terdakwa maka akan dipertimbangkan hal hal sebagai berikut : ",O O O O O O O O O O O O O O O O 
Hal - hal yang memberatkan : ,O O O O O O 
- Terdakwa merugikan saksi PUJIASTUTI ; ,O O O O O O 
"- Uang milik PUJIATUTI sebanyak kurang lebih Rp . 60 . 0 . 0 , - tidak kembali ; ",O O O O O O O O O O O O O O O O O O O 
- Bahwa selain saksi PUJIASTUTI saksi KAMILA ; TITIN dan Yudiawati juga mengalami kerugian . Hal - hal yang meringankan : ,O O O O O O B_DEFN O O O O O O O O O O O O O O 
- Terdakwa bersikap sopan di pengadilan dan mengakui perbuatannya ; ,O O O O O O O O O O 
- Terdakwa menyesali perbuatannya Memperhatikan pasal 378 KUHP dari Undang undang serta ketentuan ketentuan lain yang Bersangkutan ; ,O O O O O B_ARTV I_ARTV I_ARTV O B_ARTV I_ARTV O O O O O O O 
MENGADILI ; ,O O 
1 . Menyatakan Terdakwa HANNA RIA FREDRICA RAJA GUGUGK Alias RICA terbukti secara sah dan meyakinkan bersalah melakukan tindak pidana PENIPUAN ; ,O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O O O O O O O O O O O 
2 . MenjatuhkanpidanakepadaTerdakwatersebut diatas dengan pidana penjara selama 2 ( dua ) tahun ; ,O O O O O O O O B_PUNI I_PUNI I_PUNI I_PUNI I_PUNI O 
3 . Menetapkan lamanya Terdakwa ditangkap dan ditahan dikurangkan seluruhnya dari pidana yang dijatuhkan ; ,O O O O O O O O O O O O O O O 
4 . Memerintahkan Terdakwa tetap ditahan ; ,O O O O O O O 
Hal 16 dari 17 . Putusan No . 984 / Pid / B / 2018 / PNJkt . Tim 5 . Menetapkan barang bukti berupa : ,O O O O O O O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O 
"1 ( satu ) lembar surat pernyataan penyerahan uang tertanggal 18 Mei 2018 , 1 ( satu ) lembar rincian penyerahan uang yang bermaterai . Dikembalikankepadasaksi PUJIASTUTI . H , SE ; ",O O O O O O O O O O O O O O O O O O O O O O O O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O 
"6 . Membebankan biayaperkara kepada Terdakwa sebesar Rp . 2 . 0 , - ( dua ribu rupiah ) ; ",O O O O O O O O O O O O O O O O O O O O 
"Demikian ditetapkan dalam rapat musyawarah Majelis Hakim pada hari Kamistanggal 22 November 2018 oleh kami Tri Andita Juristiawati , SH . , M . Hum selaku Hakim Ketua Suparman Nyompa , SH . , MH dan WahyuSektianingsih , SH . , MH masing - masing selaku Hakim Anggota yang diucapkan dalam sidang yang dinyatakan terbuka untuk Umum pada hari Senin , tanggal 26 November 2018 oleh Majelis Hakim tersebut yang dibantu oleh Kosasih , SH . sebagai Panitera Pengganti Pengadilan Negeri Jakarta Timur serta dihadiri oleh Tri Wahyu Agus Pratekta , SH . , MH , Penuntut Umum dan Terdakwa . serta Penasihat Hukumnya . ",O O O O O O O O O O B_TIMV I_TIMV I_TIMV O O B_JUDP I_JUDP I_JUDP I_JUDP I_JUDP I_JUDP I_JUDP I_JUDP I_JUDP I_JUDP O O O B_JUDG I_JUDG I_JUDG I_JUDG I_JUDG I_JUDG I_JUDG O B_JUDG I_JUDG I_JUDG I_JUDG I_JUDG I_JUDG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B_REGI I_REGI I_REGI O O O O O O O O O O O B_PROS I_PROS I_PROS I_PROS I_PROS I_PROS I_PROS I_PROS I_PROS I_PROS O O O O O O O O O 
PUTUSAN . ,O O 
No . 1509 / Pid . B / 2010 / PN . Jkt . Ut . DEMI KEADILAN BERDASARKAN KETUHANAN YANG MAHA ESA ; ,O O B_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN I_VERN O O O O O O O O 
Pengadilan Negeri Jakarta Utara yang mengadili perkara Pidana dengan acara pemeriksaan biasa pada peradilan tingkat pertama telah menjatuhkan putusan dalam perkara terdakwa : ,O O O O O O O O O O O O O O O O O O O O O O O 
Nama lengkap : H . SUMARDI bin MURANI ; ,O O O B_DEFN I_DEFN I_DEFN I_DEFN I_DEFN O 
